-1.66,1.63
0.636,-0.461
-0.952,1.16
-0.585,0.37
-2.54,1.93
0.69,-0.911
-0.611,-0.0508
0.0563,-0.503
1.76,-1.55
-0.578,0.0971
-0.657,0.92
-1.64,1.57
0.435,-0.287
1.81,-1.58
0.987,-1.3
-0.277,0.872
-1.13,1.02
-0.381,-0.0214
0.037,-0.133
-2.11,2.11
1.03,-0.871
-1.5,1.74
0.246,-0.305
0.393,-0.296
-1.73,1.31
-1.24,1.05
-1.06,1.08
-0.134,-0.444
0.922,-0.801
0.437,-0.454
-0.112,0.205
1.25,-1.2
0.381,-0.0858
1.84,-2.17
0.517,-0.0771
-0.479,0.045
0.189,-0.0605
-2.31,2.64
-1.39,1.9
-0.963,0.839
-0.603,1.04
0.741,-0.96
0.00263,0.622
-1.66,1.67
-1.26,1.63
1.02,-0.906
0.472,-0.832
-0.122,-0.221
1.07,-1.17
0.0671,-0.478
-3.06,3.85
-0.591,0.593
-0.508,0.0579
-0.255,0.265
0.51,-0.266
0.318,-0.15
-1.05,1.59
0.738,-0.173
-1.66,1.4
-0.68,0.577
-2.39,2.4
-0.559,1.05
0.948,-1.38
-0.041,-0.383
0.0431,0.138
-1.5,1.41
-1.09,0.799
-2.06,1.7
-1.26,1.15
0.625,-0.653
0.0587,-0.0488
-1.01,1.18
-0.326,-0.0747
-1,1.53
0.266,0.0764
-0.959,0.79
0.526,-0.788
0.289,0.491
-0.929,1.51
-0.509,-0.0381
0.929,-0.839
-0.897,1.09
0.619,-0.705
-0.903,0.585
0.406,-0.0192
0.183,-0.38
-0.965,1.07
0.51,-1.04
-0.481,0.616
1.88,-1.71
-1.78,2.05
-0.00747,0.348
0.201,-0.0802
-1.99,1.44
-0.127,-0.0111
0.119,0.46
-1.32,1.08
0.545,-0.639
-0.896,1.03
-0.34,0.743
-0.467,0.222
0.644,-0.422
1.11,-1.33
-0.548,0.526
0.382,-0.402
-0.272,0.145
-0.562,0.871
2.39,-1.83
-0.334,-0.0705
-0.174,0.701
0.346,0.0822
-0.104,0.146
-0.114,0.423
0.49,-0.124
-0.67,1.15
-1.45,1.39
0.458,-0.691
1.64,-1.12
0.734,-0.942
-0.195,0.669
-0.991,1.64
1,-0.87
0.0676,0.287
0.877,-0.158
1.12,-1.11
2.24,-2.13
-1.52,1.16
-0.502,0.611
-0.78,1.47
-0.216,0.132
0.204,0.0485
0.127,0.018
0.595,0.0109
0.219,0.382
-2.06,1.93
1.14,-0.508
-1.44,0.918
-1.22,0.944
0.279,0.00479
0.798,-0.577
-0.153,0.275
0.254,0.0716
0.501,0.0957
-0.418,0.37
-0.717,1.27
-1.03,0.985
0.303,-0.291
-0.042,0.149
-0.904,0.382
-1.06,0.643
-0.676,0.978
2.57,-1.8
2.05,-2.55
-0.192,-0.259
1.64,-1.55
-0.244,-0.00392
-0.67,1.04
-0.802,1.14
1.01,-0.682
0.382,0.0761
-0.566,0.636
-0.321,-0.0203
-2.26,2.52
0.091,-0.0303
0.217,-0.528
0.367,-0.104
0.778,-0.99
-1.65,1.51
1.31,-1.01
-0.162,0.593
0.466,-0.497
-0.551,0.662
2.72,-2.81
1.08,-1.13
-1.01,0.782
0.764,-0.355
-0.508,0.872
0.488,-0.172
-0.126,-0.183
1.2,-1.53
-0.0728,0.0248
-0.75,1.1
-0.824,0.57
-1.79,1.78
-1.68,1.77
-0.438,0.9
0.129,-0.4
0.0516,-0.226
0.216,-0.305
0.212,0.104
-1.37,1.68
-0.802,0.652
-1.56,0.944
-0.0575,0.0923
-0.543,-0.108
-0.963,0.757
0.591,-1.12
-0.52,0.548
-0.0824,-0.0619
-0.996,1.2
-0.753,-0.117
-0.33,0.628
0.0235,-0.407
-0.296,-0.172
-2.18,2.3
-2.14,2.56
-0.875,0.607
-0.312,0.456
1.81,-2.05
-2.72,2.77
-0.00388,0.196
0.0988,-0.0893
1.5,-1.49
0.421,-0.229
-0.963,0.688
1.18,-1.49
0.0124,-0.809
-1.4,0.919
-0.975,0.927
-0.213,0.161
-0.572,0.712
0.548,-0.136
-0.83,0.517
1.55,-1.2
0.811,-1.39
0.224,-0.29
1.31,-0.966
-1.12,1.08
-0.567,0.773
-0.425,0.508
-2.38,2.33
0.0659,0.32
0.499,-0.785
0.418,-0.352
-1.84,1.95
-0.0285,0.126
-0.576,0.342
0.251,-0.119
-1.47,0.962
-0.144,0.214
-0.657,1.33
-1.28,1.08
0.579,-0.622
-0.0992,-0.264
-1.18,1.36
-0.911,0.148
2.37,-2.71
0.022,0.304
1.56,-1.76
0.807,-0.367
-0.796,0.371
0.996,-0.575
0.455,-0.000478
0.853,-0.897
1.27,-1.06
1.92,-1.68
-0.0113,-0.0321
-0.841,1.07
0.00884,-0.0386
-0.147,0.429
0.447,-0.601
1.05,-1.23
-0.0273,0.488
-1.35,1.7
-0.0733,-0.219
-1.16,1.64
0.188,-0.546
-0.25,0.401
-0.773,1.33
-0.403,0.7
-0.565,0.604
0.755,-1.06
0.321,-0.63
-0.796,0.555
-2.39,1.99
-0.181,0.238
-0.488,0.175
1.52,-1.3
1.35,-0.706
-0.74,1.06
0.622,-0.825
-1.5,1.22
1.63,-1.76
1.38,-1.36
-0.39,0.219
-0.333,0.963
-0.132,0.316
-1.64,1.71
-1.06,0.659
1.02,-0.852
-0.153,0.0785
1.16,-0.787
0.356,-0.222
0.261,0.269
-0.115,0.634
1.01,-1.17
-2.57,1.75
-0.633,0.0919
0.29,0.117
-0.805,0.71
-0.8,0.719
1.73,-1.71
-0.385,0.382
0.473,-1.28
-0.427,0.182
-1.65,1.66
-2.04,2.29
0.185,0.295
0.777,-0.281
0.416,0.0876
0.276,-0.666
0.738,-0.94
0.888,-1.13
0.657,-0.428
1.27,-1.05
-1.6,1.91
-0.0633,-0.382
1.18,-1.28
0.083,0.674
-1.16,0.604
0.749,0.172
-0.898,0.462
-1.03,1.07
-0.0752,0.33
0.386,-0.816
-0.485,0.00172
1.35,-1.72
1.36,-1.2
0.299,-0.0696
0.247,-0.385
-0.66,0.188
0.107,-0.222
-0.327,0.329
-0.548,1.24
-1.59,1.26
-0.101,-0.101
-0.372,0.465
0.259,-0.551
0.268,0.0417
0.92,-0.363
0.35,-0.198
-1.38,1.6
0.962,-1.26
-1.87,1.55
1.45,-1.14
0.0573,0.203
0.0544,0.0394
-0.598,0.675
-0.268,0.105
-1.54,1.38
0.0635,-0.405
0.657,-0.707
-0.117,-0.32
0.732,-1.4
-0.439,0.819
0.668,-0.98
0.738,-1.53
0.536,-0.583
1.34,-1.12
0.433,-0.175
-0.389,0.407
-0.663,0.297
0.274,-0.481
0.275,-0.441
-0.0843,-0.143
0.102,-0.15
-1.05,1.19
-0.947,0.9
-1.41,1.33
-1.76,1.3
0.899,-0.855
1.42,-1.68
-2.64,2.59
-0.188,-0.118
1.07,-0.98
0.238,-0.244
-2.27,1.84
0.836,-0.538
-1.34,0.947
1.12,-1.37
0.884,-0.847
1.29,-1.01
-0.662,0.076
-1.84,1.89
0.606,-0.46
0.114,-0.222
-0.456,0.54
-1.25,1.78
0.734,-1.12
-0.648,0.3
0.795,-0.769
1.1,-1.27
1.43,-1.42
0.732,-0.474
-0.972,0.599
-0.952,1.34
0.523,-0.811
-0.696,0.728
0.297,-0.662
-0.155,0.0982
-0.885,0.531
0.888,-1.65
1.33,-1.12
-0.0769,-0.112
0.832,-0.281
-1.16,1.08
-0.692,0.674
1.01,-1.41
-1.69,1.29
-0.742,1.3
0.325,0.0265
1.29,-1.29
-0.0314,-0.617
-1.29,1.21
-2.26,2.2
-0.934,0.834
0.771,-0.285
0.449,-0.414
1.31,-1.14
-1.43,1.63
1.04,-0.577
-1.51,1.55
-0.822,0.928
-0.107,0.917
-0.289,0.0525
1.9,-1.65
0.841,-0.492
-0.0749,0.272
-0.692,0.699
-1.51,1.21
-1.13,1.03
-0.476,0.817
0.891,-1.07
-0.19,0.208
-0.218,-0.29
-2.89,2.66
-1.3,0.944
0.336,-0.192
-1.92,1.63
-0.359,0.118
-0.516,0.469
0.3,-0.414
-1.38,1.3
1.41,-1.13
1.45,-1.27
-0.595,0.306
0.0977,-0.0286
-0.358,0.512
0.49,-0.715
1.22,-0.568
-1.21,1.25
0.306,-0.152
-0.42,0.112
-0.493,0.384
1.07,-0.417
-0.999,0.912
0.0539,-0.464
-1.93,1.83
0.705,-0.458
0.329,-0.357
0.687,-0.608
-0.489,0.418
2.05,-1.78
0.987,-0.943
0.493,-0.623
1.58,-1.93
1.02,-0.778
0.172,-0.648
0.488,-0.188
-0.741,0.755
0.443,-0.415
0.659,-0.798
-0.778,0.997
0.362,-0.0214
0.194,-0.206
-0.361,0.657
2.35,0.0618
1.76,1.1
1.69,-1.22
2.22,1.55
2.26,1.63
2.24,0.674
1.76,0.34
2.03,1.18
1.91,0.132
2.12,-0.284
2.4,-0.129
2.25,-0.304
1.36,-0.217
1.88,2.06
1.84,-0.211
1.57,-0.603
1.46,1.16
1.93,-1.12
1.53,-0.955
1.77,-0.253
1.85,0.621
2.2,0.907
2.27,-0.145
2.02,1.44
1.47,0.176
2.2,0.459
1.7,0.815
1.81,-0.595
1.2,-1.55
2.22,-0.819
1.81,-2.02
2.02,-1.44
2.56,0.387
1.82,-1.45
1.79,0.946
1.48,0.0457
2.14,0.405
2.57,0.462
2.31,-1.17
1.91,1.95
1.64,-0.156
1.88,-1.23
2.01,-0.313
1.33,0.332
2.32,0.331
1.53,1.01
2.08,-0.23
2.12,0.246
1.45,-1.09
1.61,-0.411
1.66,0.245
1.96,-1.83
2.29,0.239
2.14,-0.123
1.96,0.315
2.4,-0.0307
2.12,0.884
2.58,-1.34
2.16,1.32
1.85,-1.31
2.06,0.381
1.27,1.41
1.56,1.86
1.7,-0.243
1.81,1.5
2.23,-0.819
2,2
1.48,0.295
1.6,1.41
2.32,0.213
2.15,-1.23
1.96,-1.08
2.34,-0.489
2.02,-1.33
1.03,3.02
1.81,0.1
1.84,-1.36
1.92,0.0714
2.16,0.702
2.1,0.488
1.67,1.9
2.23,1.69
1.47,-0.584
1.78,-0.219
1.25,0.432
1.82,1.65
2.3,-1.52
1.99,-1.35
2.01,0.574
1.53,-0.0438
1.66,-0.75
1.35,-0.829
1.6,-0.157
2.2,-0.189
2.02,0.0221
1.68,0.707
1.9,-1.23
1.68,1.85
2.08,1.05
1.7,-0.389
2.17,-0.924
2.09,2.45
1.71,1.99
1.84,-1.67
2.29,0.142
1.72,0.763
2.2,-0.373
1.71,-0.874
2.13,1.17
2.06,-0.661
1.69,0.485
2.16,-1.77
1.85,0.506
2.6,0.256
1.44,1.14
2,1.09
2.06,0.355
1.37,-1.44
1.96,-0.422
2.04,1.84
1.58,-0.55
2.17,-0.388
1.72,0.574
1.89,1.35
1.85,-0.71
2.2,0.608
2.35,-0.861
1.83,0.0198
2.12,-0.125
1.91,-0.365
1.82,1.08
2.76,1.41
1.89,-1.24
1.94,1.72
2.11,1.32
1.97,0.154
1.96,1.01
2.15,1.09
1.79,1.64
1.54,0.0644
2.14,-0.82
2.52,1.41
2.23,-0.784
1.94,1.55
1.69,2.23
2.32,0.271
2.02,1.13
2.28,2.16
2.36,-0.142
2.71,-0.0171
1.52,-0.915
1.84,0.428
1.75,2.32
1.93,-0.234
2.06,0.775
2.04,0.445
2.19,1.85
2.07,1.89
1.35,-0.104
2.36,1.85
1.54,-1.45
1.62,-0.674
2.09,0.865
2.25,0.582
1.95,0.416
2.08,1
2.16,1.83
1.87,-0.0866
1.77,1.88
1.68,0.0326
2.1,-0.0101
1.99,0.349
1.71,-1.53
1.67,-1.16
1.79,1.08
2.81,2.06
2.65,-1.93
1.94,-1.42
2.52,0.027
1.92,-0.754
1.79,1.29
1.75,1.23
2.32,0.887
2.12,1.41
1.82,0.316
1.9,-1.04
1.29,1.19
2.03,0.18
2.07,-1.03
2.12,0.783
2.25,-0.804
1.48,-0.192
2.41,0.766
1.95,1.41
2.15,-0.174
1.83,0.445
2.86,-0.741
2.34,-0.347
1.68,-0.559
2.24,1.19
1.84,1.25
2.15,0.934
1.96,-0.971
2.38,-1.26
1.98,-0.142
1.76,1.24
1.74,-0.683
1.43,0.235
1.47,0.552
1.86,1.55
2.04,-0.889
2.02,-0.567
2.07,-0.321
2.07,0.978
1.57,1.21
1.75,-0.354
1.51,-1.71
1.98,0.121
1.83,-2
1.7,-0.504
2.19,-1.78
1.84,0.172
1.97,-0.449
1.69,0.809
1.76,-2.67
1.9,1
2.01,-1.23
1.91,-1.45
1.31,0.736
1.32,1.69
1.72,-0.718
1.9,0.509
2.57,-1.06
1.14,0.619
2,0.617
2.03,0.0147
2.47,-0.201
2.13,0.549
1.7,-0.724
2.37,-1.18
2,-2.55
1.56,-1.31
1.69,0.00388
1.93,-0.134
1.82,0.541
2.17,1.23
1.74,-0.87
2.49,0.888
2.26,-1.99
2.07,-0.249
2.42,0.9
1.65,0.0529
1.82,0.749
1.87,0.335
1.25,0.215
2.02,1.23
2.16,-0.997
2.13,0.144
1.42,0.65
1.99,0.317
1.82,-0.658
2.08,0.382
1.54,-1.38
1.95,0.248
1.79,2.26
1.59,-0.454
2.18,-0.23
1.97,-1.15
1.63,0.764
1.71,-2.3
2.75,-1.45
2.01,1.04
2.49,-0.898
2.26,1.28
1.75,-1.23
2.32,1.19
2.14,1.38
2.27,-0.278
2.4,0.463
2.61,0.475
2,-0.137
1.73,0.88
2,-0.0967
1.95,0.926
2.14,-0.563
2.33,-0.734
1.99,1.48
1.57,1.33
1.98,-0.923
1.63,1.7
2.06,-1.18
1.92,0.523
1.76,1.91
1.87,1.02
1.82,0.216
2.24,-1.11
2.1,-1.04
1.75,-0.645
1.24,-0.889
1.94,0.213
1.85,-0.923
2.48,0.479
2.43,1.84
1.77,1.13
2.2,-0.751
1.53,-0.662
2.52,-0.672
2.44,-0.148
1.88,-0.486
1.89,2.07
1.96,0.61
1.48,0.484
1.67,-1.11
2.32,0.387
1.95,-0.215
2.37,1.02
2.11,0.37
2.08,1.66
1.96,1.68
2.32,-0.664
1.19,-2.19
1.8,-1.63
2.09,1.26
1.75,-0.174
1.75,-0.13
2.55,-0.219
1.88,0.0522
2.15,-2.65
1.87,-0.713
1.48,0.29
1.35,1.12
2.06,1.51
2.25,1.46
2.13,1.55
2.09,-1.29
2.23,-0.764
2.28,-0.927
2.21,0.626
2.4,0.505
1.49,1.24
1.98,-1.42
2.37,-0.514
2.03,2.41
1.63,-1.6
2.24,2.83
1.72,-1.25
1.67,0.305
1.98,0.829
2.12,-1.44
1.85,-1.47
2.43,-1.4
2.43,0.284
2.09,0.687
2.08,-0.481
1.79,-1.41
2.03,-0.383
1.9,0.0577
1.83,2.3
1.5,-0.812
1.97,-0.631
1.88,0.359
2.08,-0.975
2.08,0.948
2.29,1.64
2.11,0.428
1.56,0.922
2.3,-1.12
1.41,-0.716
2.46,0.766
2.02,0.824
2.02,0.292
1.81,0.343
1.92,-0.478
1.51,-0.29
2.02,-1.1
2.21,-0.266
1.96,-1.38
2.23,-2.26
1.86,1.29
2.21,-1.11
2.23,-2.65
2.17,-0.235
2.42,0.49
2.14,0.755
1.88,0.119
1.79,-1.07
2.09,-0.704
2.09,-0.578
1.97,-0.713
2.03,-0.169
1.67,0.611
1.7,0.000859
1.55,-0.037
1.44,-1.19
2.28,-0.00156
2.45,-1.04
1.17,0.259
1.94,-0.948
2.34,0.12
2.08,-0.0557
1.28,-1.02
2.26,0.823
1.58,-1.03
2.36,-0.967
2.28,-0.0245
2.41,0.692
1.79,-1.77
1.42,0.456
2.19,0.371
2.04,-0.364
1.86,0.343
1.6,1.9
2.23,-1.34
1.8,-1.01
2.25,-0.0425
2.35,-0.723
2.45,-0.22
2.23,0.709
1.69,-1.04
1.7,1.4
2.17,-1
1.78,0.213
2.09,-1.22
1.95,-0.158
1.72,-0.993
2.28,-2.58
2.42,0.449
1.98,-0.592
2.26,1.63
1.63,-0.0806
1.78,0.0543
2.32,-1.44
1.46,-1.01
1.77,1.92
2.1,1.07
2.41,-0.222
1.99,-2.07
1.59,-0.0453
1.29,0.174
1.7,-0.171
2.24,1.43
2.14,0.0394
2.42,0.348
1.55,0.864
2.33,1.31
1.52,0.347
1.74,0.469
1.97,2.61
1.91,-0.712
2.6,0.501
2.27,0.984
1.98,0.644
1.78,0.134
1.52,-0.705
1.64,-0.123
1.85,1.17
2.28,-0.721
1.94,0.0851
1.93,-1.59
1.09,-0.268
1.59,-0.943
2.11,0.409
1.39,-0.65
1.89,-0.716
1.84,-0.0674
2.09,-0.414
1.56,-0.0386
2.45,0.676
2.46,0.342
1.81,-0.831
2.03,0.206
1.89,0.548
2.15,-0.801
2.38,1.88
1.62,0.308
2.1,0.444
1.87,-0.918
1.84,-0.271
2.34,1.92
1.68,-0.118
2.02,-1.32
1.39,-0.00947
2.22,0.679
2.1,-0.142
2.22,0.142
1.85,-0.15
2.65,0.532
2.31,-0.0173
2.16,-0.493
2.5,-1.36
2.32,0.6
2.05,-1.55
2.15,0.881
1.77,0.163
2.14,0.0185
2.21,-0.553
1.75,0.825
2.11,1.03
2.06,-0.0678
1.89,1
